worker_id,name,skill,experience,rating,workload,availability,latitude,longitude
W0368,Manoj Mishra,Plumbing,8,3.7,9,0,29.159402,77.012581
W0369,Rajesh Singh,Carpentry,4,3.7,10,1,29.099779,76.874149
W0370,Anil Joshi,Gardening,12,4.8,8,1,28.540518,77.356014
W0371,Sunil Sharma,Electrical,4,4.5,8,1,28.864288,76.864759
W0372,Karan Gupta,Cleaning,18,3.1,5,1,28.664666,77.340242
W0373,Suresh Sharma,Gardening,11,4.6,6,1,28.806522,76.979225
W0374,Suresh Joshi,Gardening,11,4.5,5,1,28.645316,77.149363
W0375,Vivek Sharma,Gardening,10,4.5,6,1,29.145447,77.266324
W0376,Suresh Sharma,Plumbing,7,3.6,3,1,28.648711,77.320543
W0377,Deepak Agarwal,Electrical,20,3.7,4,1,28.829904,77.7416
W0378,Manoj Singh,Painting,10,4.7,10,1,28.537711,77.640731
W0379,Sunil Agarwal,Painting,8,4.3,5,1,28.629794,77.057984
W0380,Deepak Agarwal,Electrical,15,4.9,2,1,28.901626,77.714496
W0381,Arun Yadav,Cleaning,3,4.2,5,1,29.078319,77.52019
W0382,Suresh Singh,Electrical,12,3.9,5,1,28.96635,76.953449
W0383,Karan Gupta,Painting,14,3.1,8,1,29.183075,77.036155
W0384,Mohit Verma,Cleaning,5,4.2,0,0,29.028858,76.984538
W0385,Pankaj Gupta,Carpentry,12,4.2,10,1,28.652556,76.803379
W0386,Amit Kumar,Carpentry,12,3.8,8,1,29.089525,77.754638
W0387,Ravi Agarwal,Cleaning,1,3.2,3,1,29.131972,77.779809
W0388,Amit Gupta,Carpentry,3,3.5,3,0,28.655659,76.923102
W0389,Karan Singh,Carpentry,4,4.3,8,0,28.971909,77.019846
W0390,Rohit Joshi,Gardening,6,3.2,9,1,28.410767,77.677762
W0391,Vikas Yadav,Gardening,13,4.6,10,0,28.949833,77.053546
W0392,Rohit Mishra,Cleaning,1,4.5,6,1,28.956332,77.72007
W0393,Rajesh Patel,Carpentry,12,4.5,10,1,28.435094,77.224045
W0394,Rajesh Sharma,Plumbing,8,3.6,9,1,28.980873,77.611806
W0395,Mohit Gupta,Carpentry,11,4.2,9,1,28.754644,77.416073
W0396,Karan Mishra,Electrical,14,4.5,5,1,28.612981,77.743823
W0397,Karan Mishra,Cleaning,16,3.6,1,0,29.190447,77.273125
W0398,Manoj Agarwal,Gardening,7,4.8,4,0,28.468346,77.514012
W0399,Rohit Kumar,Painting,16,4.3,4,1,28.711514,77.015369
W0400,Amit Mishra,Cleaning,5,3.1,9,0,28.818263,77.152348
W0401,Manoj Yadav,Carpentry,17,3.9,8,1,28.59288,77.77836
W0402,Arun Gupta,Electrical,1,3.4,2,1,28.706853,77.652513
W0403,Sunil Mishra,Carpentry,18,3.2,7,0,28.50901,77.248816
W0404,Vikas Sharma,Cleaning,6,3.2,7,1,28.889871,77.04503
W0405,Amit Verma,Plumbing,9,3.9,9,1,28.970288,77.439958
W0406,Karan Agarwal,Plumbing,9,3.8,3,0,29.118725,76.927602
W0407,Ravi Mishra,Plumbing,9,4.9,4,1,29.031555,77.291671
W0408,Mohit Patel,Cleaning,17,3.0,6,1,29.153757,76.956353
W0409,Anil Verma,Painting,7,3.1,10,1,28.712693,77.40113
W0410,Anil Sharma,Cleaning,20,4.7,8,1,28.582644,77.08024
W0411,Amit Verma,Painting,11,4.4,4,1,28.664161,77.33655
W0412,Amit Joshi,Gardening,3,3.8,2,1,28.795262,77.792196
W0413,Amit Sharma,Electrical,5,3.7,7,1,28.568554,77.195653
W0414,Pankaj Agarwal,Painting,4,4.1,5,1,28.848302,77.494354
W0415,Rajesh Kumar,Gardening,15,4.6,1,1,29.047922,76.997668
W0416,Mohit Joshi,Gardening,9,3.1,7,1,28.802894,77.481863
W0417,Karan Joshi,Carpentry,16,4.5,9,1,28.747303,77.785105
W0418,Sunil Sharma,Cleaning,18,4.0,9,1,29.066875,77.516194
W0419,Pankaj Joshi,Electrical,12,3.1,0,1,28.604657,76.818364
W0420,Ravi Mishra,Painting,14,4.9,1,1,29.135733,77.53589
W0421,Amit Sharma,Gardening,10,3.2,7,0,28.519467,77.49113
W0422,Arun Gupta,Electrical,4,4.4,5,1,28.995609,77.483321
W0423,Manoj Mishra,Plumbing,15,4.1,0,0,28.441736,77.385011
W0424,Pankaj Gupta,Carpentry,2,4.0,4,1,28.551298,77.325265
W0425,Vivek Singh,Carpentry,18,4.6,7,1,28.736431,77.227844
W0426,Pankaj Mishra,Painting,12,3.9,4,1,29.178794,77.752641
W0427,Vivek Kumar,Gardening,8,3.9,10,1,28.460899,77.127821
W0428,Vikas Joshi,Electrical,13,4.7,4,1,29.062931,77.360493
W0429,Amit Patel,Painting,13,4.4,8,1,28.436043,77.481145
W0430,Arun Agarwal,Cleaning,16,3.5,8,1,28.447357,77.022068
W0431,Manoj Sharma,Painting,20,4.8,4,1,28.944796,76.955703
W0432,Ravi Verma,Gardening,2,3.5,3,1,28.642388,77.746236
W0433,Deepak Joshi,Carpentry,11,4.3,6,1,28.504016,77.034958
W0434,Amit Mishra,Plumbing,20,4.5,3,0,29.0695,77.511973
W0435,Rohit Sharma,Plumbing,16,3.5,10,1,28.688535,77.218001
W0436,Rohit Kumar,Painting,3,4.0,10,1,28.781289,77.205235
W0437,Deepak Mishra,Electrical,10,3.7,10,0,28.867987,77.193558
W0438,Sunil Singh,Carpentry,11,3.1,5,1,28.419369,77.509999
W0439,Rohit Joshi,Painting,13,4.1,2,1,28.567554,76.833611
W0440,Rohit Agarwal,Gardening,5,3.5,5,1,28.698688,77.34305
W0441,Rohit Mishra,Carpentry,12,3.1,6,1,28.593931,77.781293
W0442,Mohit Patel,Electrical,9,4.9,8,1,28.868262,77.770661
W0443,Amit Patel,Plumbing,5,3.1,5,0,28.429923,77.732665
W0444,Rohit Sharma,Gardening,16,4.8,8,1,29.12436,77.63588
W0445,Vivek Mishra,Carpentry,8,4.0,10,1,28.710807,77.614978
W0446,Pankaj Gupta,Carpentry,12,3.5,8,1,28.562418,77.370934
W0447,Sunil Singh,Cleaning,10,3.6,6,0,28.840337,76.89817
W0448,Deepak Singh,Gardening,4,4.1,9,1,28.837179,77.136435
W0449,Pankaj Kumar,Plumbing,18,4.0,2,0,28.961592,77.08461
W0450,Ravi Singh,Electrical,16,5.0,9,0,28.903543,77.486399
W0451,Deepak Yadav,Plumbing,15,4.9,9,1,28.882893,77.031561
W0452,Ravi Sharma,Painting,8,4.0,2,1,29.193743,77.018535
W0453,Manoj Singh,Carpentry,4,4.6,5,1,28.771273,77.689387
W0454,Arun Singh,Cleaning,6,3.6,2,1,28.562902,77.743236
W0455,Vivek Mishra,Carpentry,6,4.1,1,0,28.89527,77.105993
W0456,Karan Mishra,Cleaning,20,4.8,1,1,29.16628,76.882219
W0457,Amit Singh,Painting,13,3.5,5,0,28.42122,77.111365
W0458,Pankaj Patel,Painting,11,4.2,8,1,28.605876,77.161428
W0459,Deepak Agarwal,Electrical,15,4.8,5,0,29.094558,77.438414
W0460,Deepak Agarwal,Painting,4,3.8,10,1,28.907322,77.750105
W0461,Sunil Patel,Gardening,2,4.8,0,1,28.780646,77.1002
W0462,Amit Patel,Electrical,13,4.3,8,1,29.109059,77.339139
W0463,Amit Joshi,Plumbing,16,3.4,0,1,28.998263,77.411408
W0464,Karan Sharma,Cleaning,18,3.7,1,1,29.161941,77.675441
W0465,Amit Patel,Carpentry,15,3.7,7,0,29.14391,76.83927
W0466,Karan Joshi,Plumbing,12,3.8,7,1,28.909887,77.763992
W0467,Ravi Singh,Plumbing,19,4.9,8,1,28.422225,77.233553
W0468,Rohit Singh,Painting,10,3.7,5,0,29.10592,77.197169
W0469,Mohit Sharma,Painting,9,4.4,2,1,28.970373,77.604675
W0470,Karan Patel,Gardening,1,5.0,2,1,29.182582,77.403349
W0471,Vivek Joshi,Plumbing,5,4.6,7,0,29.047879,77.00498
W0472,Manoj Verma,Carpentry,18,3.8,3,1,28.915571,77.217217
W0473,Anil Agarwal,Painting,12,4.7,7,1,28.523445,77.605677
W0474,Ravi Joshi,Plumbing,9,3.1,8,0,28.83193,76.812626
W0475,Arun Joshi,Gardening,13,4.0,7,1,28.740423,77.005289
W0476,Pankaj Gupta,Electrical,10,4.9,9,1,29.183527,77.001066
W0477,Vivek Singh,Gardening,12,3.1,5,1,28.634355,77.481411
W0478,Mohit Gupta,Electrical,11,4.0,8,0,28.861496,76.802868
W0479,Amit Verma,Gardening,2,4.1,3,1,28.494597,77.240292
W0480,Manoj Sharma,Cleaning,18,3.8,3,1,28.808648,77.594205
W0481,Suresh Kumar,Painting,11,3.7,3,1,29.018013,77.337311
W0482,Deepak Verma,Gardening,4,3.6,10,1,28.708999,77.435003
W0483,Sunil Singh,Carpentry,12,4.2,0,1,29.044825,77.277886
W0484,Vivek Yadav,Plumbing,7,3.3,1,1,28.608753,77.691629
W0485,Vikas Verma,Cleaning,1,3.4,7,1,28.962266,77.204822
W0486,Anil Patel,Carpentry,18,3.8,1,1,28.752389,77.414147
W0487,Vivek Joshi,Cleaning,4,4.1,7,0,28.552559,76.98341
W0488,Vikas Yadav,Electrical,8,4.7,9,0,29.114542,77.427514
W0489,Mohit Kumar,Gardening,20,3.7,6,1,28.612233,76.891448
W0490,Vikas Singh,Plumbing,14,3.7,3,1,28.99075,77.769007
W0491,Karan Agarwal,Electrical,4,3.8,2,1,29.133895,77.42554
W0492,Anil Mishra,Cleaning,4,4.4,5,1,28.704216,77.418167
W0493,Deepak Mishra,Electrical,13,3.9,4,1,28.9562,77.440759
W0494,Anil Patel,Electrical,3,4.8,9,0,28.647126,77.066014
W0495,Rajesh Yadav,Electrical,13,3.4,4,1,28.977685,77.168671
W0496,Arun Joshi,Plumbing,18,3.3,6,1,28.501582,77.078299
W0497,Ravi Verma,Electrical,14,4.2,6,1,28.807926,77.371704
W0498,Suresh Mishra,Electrical,5,3.4,2,1,29.119596,77.102809
W0499,Manoj Mishra,Cleaning,1,4.2,10,1,29.049422,77.652312
W0500,Mohit Mishra,Painting,1,4.6,3,1,28.852293,77.32046
W0501,Amit Sharma,Painting,12,4.9,6,1,28.429498,77.188561
W0502,Vivek Kumar,Plumbing,19,4.1,3,1,28.923148,77.222896
W0503,Pankaj Joshi,Electrical,4,3.5,6,1,28.777426,77.528233
W0504,Vivek Agarwal,Cleaning,19,4.1,3,1,28.568036,77.028423
W0505,Vivek Kumar,Plumbing,15,3.6,5,1,28.584562,77.004942
W0506,Amit Kumar,Gardening,7,4.3,3,1,28.59475,77.233749
W0507,Manoj Joshi,Plumbing,10,3.2,0,1,28.975622,77.509032
W0508,Mohit Gupta,Plumbing,16,4.3,0,1,28.531107,77.58391
W0509,Suresh Verma,Electrical,14,3.6,4,1,28.497742,77.194971
W0510,Ravi Singh,Painting,4,3.3,7,1,28.817988,77.004964
W0511,Karan Gupta,Gardening,14,4.9,4,1,29.144298,76.961365
W0512,Anil Mishra,Gardening,7,4.1,7,1,28.876208,77.501794
W0513,Deepak Sharma,Gardening,13,3.1,4,1,28.962479,77.412934
W0514,Suresh Singh,Painting,20,4.1,10,0,28.412032,76.823158
W0515,Amit Sharma,Painting,5,4.4,3,1,28.457954,76.830442
W0516,Rohit Verma,Electrical,1,4.3,1,1,28.624952,77.659303
W0517,Pankaj Agarwal,Gardening,8,3.7,6,1,28.732975,77.442281
W0518,Deepak Yadav,Cleaning,13,3.2,4,1,29.01931,77.084707
W0519,Deepak Mishra,Carpentry,6,4.2,10,1,28.579456,77.17942
W0520,Pankaj Verma,Carpentry,11,3.6,5,1,29.01263,77.006482
W0521,Rohit Gupta,Plumbing,14,4.4,0,1,28.710481,77.705418
W0522,Mohit Agarwal,Plumbing,7,3.1,2,1,28.541055,77.531573
W0523,Manoj Singh,Plumbing,16,3.2,0,1,28.780719,77.153575
W0524,Amit Gupta,Carpentry,6,3.1,3,0,29.034937,77.715271
W0525,Anil Mishra,Painting,7,3.1,1,1,28.600062,77.21886
W0526,Karan Gupta,Gardening,6,4.6,7,0,28.90861,77.216014
W0527,Ravi Agarwal,Carpentry,14,4.6,8,1,28.591821,77.46809
W0528,Vivek Kumar,Carpentry,3,3.5,0,1,29.039951,77.644301
W0529,Karan Patel,Painting,2,3.0,0,1,29.087461,77.588395
W0530,Amit Patel,Plumbing,16,4.5,8,1,28.624966,77.107987
W0531,Manoj Mishra,Painting,6,3.5,10,0,29.0867,77.658819
W0532,Vikas Yadav,Carpentry,16,4.0,4,0,28.525263,76.925309
W0533,Karan Sharma,Plumbing,11,3.4,3,1,28.582987,76.956431
W0534,Vivek Gupta,Gardening,1,4.5,9,1,28.949868,76.815293
W0535,Arun Singh,Cleaning,6,3.7,5,1,28.709411,77.172675
W0536,Vikas Verma,Carpentry,3,3.2,5,0,28.634131,77.003033
W0537,Sunil Joshi,Cleaning,7,3.7,6,0,28.449004,77.173509
W0538,Sunil Yadav,Cleaning,8,3.7,10,1,29.063335,77.090327
W0539,Anil Yadav,Electrical,2,3.3,1,1,28.882937,77.534056
W0540,Vivek Singh,Carpentry,9,3.2,5,1,28.697495,77.032882
W0541,Amit Yadav,Painting,6,4.7,0,1,29.065827,77.676188
W0542,Mohit Joshi,Gardening,19,4.0,6,1,28.568483,76.873849
W0543,Arun Sharma,Gardening,4,3.2,2,1,28.724686,77.618167
W0544,Anil Sharma,Cleaning,10,3.8,8,1,28.599604,77.757262
W0545,Pankaj Mishra,Cleaning,8,4.0,10,1,28.919084,77.244511
W0546,Manoj Agarwal,Carpentry,18,3.6,6,1,28.748164,77.286197
W0547,Sunil Yadav,Electrical,19,3.2,1,0,28.834601,77.429736
W0548,Anil Patel,Gardening,18,3.5,8,1,29.094699,77.336184
W0549,Ravi Joshi,Plumbing,11,4.3,8,1,29.069017,77.641131
W0550,Mohit Kumar,Carpentry,17,4.3,6,1,29.007879,77.756782
W0551,Arun Gupta,Plumbing,2,4.0,8,0,28.437292,77.37966
W0552,Vivek Agarwal,Plumbing,2,4.4,9,0,29.08326,77.455572
W0553,Suresh Patel,Plumbing,14,4.3,10,1,28.794864,77.445975
W0554,Suresh Agarwal,Plumbing,4,4.0,0,0,28.552811,77.36425
W0555,Vivek Gupta,Electrical,9,3.6,0,1,28.598754,76.805842
W0556,Karan Verma,Painting,10,4.2,5,1,28.652818,76.981189
W0557,Amit Yadav,Cleaning,18,4.5,8,0,28.483862,77.406357
W0558,Karan Agarwal,Cleaning,12,4.4,10,1,29.071031,76.864187
W0559,Vivek Singh,Carpentry,10,4.5,8,1,28.425512,77.465722
W0560,Vivek Verma,Cleaning,6,4.8,5,1,28.744079,77.264641
W0561,Ravi Agarwal,Cleaning,6,4.2,5,1,28.860972,77.379227
W0562,Arun Kumar,Plumbing,14,3.5,9,1,29.110134,77.415027
W0563,Vikas Patel,Plumbing,8,3.8,2,1,28.936195,77.656095
W0564,Pankaj Singh,Painting,3,4.5,6,1,28.835196,77.193256
W0565,Anil Gupta,Painting,5,3.0,7,0,29.075086,77.18928
W0566,Rohit Verma,Plumbing,3,3.9,5,1,28.741509,76.820298
W0567,Rohit Joshi,Gardening,1,3.2,3,1,29.064239,77.09139
W0568,Vikas Mishra,Painting,14,4.2,1,1,28.980976,76.872424
W0569,Vikas Sharma,Electrical,20,3.1,0,1,29.151892,77.469665
W0570,Manoj Verma,Carpentry,13,3.0,9,1,28.704997,77.474671
W0571,Deepak Kumar,Electrical,17,4.7,1,1,28.514724,77.70627
W0572,Ravi Gupta,Gardening,5,4.0,4,1,28.569472,77.097866
W0573,Suresh Mishra,Painting,6,3.0,0,1,28.595106,77.137005
W0574,Ravi Joshi,Plumbing,6,3.5,8,1,28.678953,76.942462
W0575,Karan Joshi,Electrical,3,4.6,2,1,28.892165,77.480815
W0576,Vivek Kumar,Carpentry,19,3.5,1,1,28.881864,77.340804
W0577,Manoj Agarwal,Painting,10,4.0,2,1,29.037978,77.133332
W0578,Mohit Mishra,Cleaning,3,4.9,8,1,28.760818,77.027097
W0579,Arun Gupta,Plumbing,2,4.6,6,1,29.09463,76.935494
W0580,Vikas Singh,Plumbing,15,3.4,3,1,28.432017,76.985045
W0581,Vivek Singh,Cleaning,19,3.5,0,1,29.070045,77.095224
W0582,Suresh Patel,Painting,18,4.9,4,1,28.462951,77.07302
W0583,Mohit Verma,Plumbing,20,3.2,8,0,29.146478,77.180036
W0584,Deepak Singh,Cleaning,19,3.4,6,1,29.02171,76.859155
W0585,Ravi Verma,Carpentry,13,3.7,4,1,28.440206,77.158194
W0586,Vivek Verma,Painting,9,3.4,9,1,28.976546,77.303855
W0587,Karan Verma,Cleaning,12,4.2,7,1,29.177158,77.023001
W0588,Sunil Agarwal,Gardening,6,3.1,3,1,28.806818,76.905418
W0589,Anil Gupta,Cleaning,18,4.4,5,1,29.159816,77.116235
W0590,Rohit Mishra,Carpentry,20,3.6,0,0,28.931234,77.335018
W0591,Mohit Patel,Carpentry,15,4.4,3,0,28.871114,77.193468
W0592,Anil Kumar,Gardening,7,3.7,6,1,28.977552,77.285469
W0593,Suresh Joshi,Painting,10,4.8,10,1,28.860773,77.224068
W0594,Anil Verma,Painting,19,3.9,3,1,28.983929,77.787287
W0595,Rohit Gupta,Plumbing,4,4.1,2,0,28.711634,77.362688
W0596,Arun Sharma,Gardening,15,3.4,7,0,28.876877,77.537919
W0597,Karan Sharma,Carpentry,19,4.9,8,1,28.926565,77.684045
W0598,Anil Agarwal,Painting,8,3.3,6,1,28.430426,77.507425
W0599,Deepak Singh,Plumbing,14,4.9,8,1,28.880681,77.593815
W0600,Ravi Joshi,Carpentry,17,4.2,7,1,28.782286,77.217838
W0601,Sunil Sharma,Plumbing,12,4.3,5,1,28.971809,77.598267
W0602,Mohit Verma,Painting,12,3.2,10,1,28.514535,77.357094
W0603,Suresh Joshi,Painting,20,4.8,9,1,28.52961,77.783284
W0604,Amit Mishra,Carpentry,13,3.1,0,1,28.677386,77.319688
W0605,Mohit Joshi,Gardening,19,4.1,0,0,29.153194,77.280091
W0606,Deepak Sharma,Painting,6,3.4,8,1,28.696081,76.988903
W0607,Rajesh Sharma,Gardening,11,4.7,9,1,29.0922,77.322471
W0608,Vivek Singh,Cleaning,18,4.2,7,1,29.015239,77.126508
W0609,Ravi Singh,Painting,20,5.0,10,1,29.115838,77.496716
W0610,Pankaj Sharma,Cleaning,18,4.3,2,0,28.97138,77.533793
W0611,Vivek Agarwal,Electrical,18,3.9,6,1,29.131751,76.851044
W0612,Rohit Kumar,Gardening,5,4.7,6,1,29.081501,77.754938
W0613,Mohit Singh,Cleaning,13,4.2,8,0,28.741352,77.493126
W0614,Pankaj Verma,Electrical,1,3.4,3,1,29.011735,77.1507
W0615,Deepak Mishra,Painting,7,4.3,5,0,28.65563,77.359686
W0616,Vivek Agarwal,Electrical,6,3.0,0,0,28.507244,77.488982
W0617,Deepak Mishra,Gardening,9,3.4,10,0,28.942249,77.290337
W0618,Ravi Patel,Painting,12,4.5,10,1,28.586818,77.770005
W0619,Anil Singh,Electrical,14,3.7,8,0,28.965009,77.569374
W0620,Mohit Agarwal,Plumbing,13,4.0,7,1,28.69703,77.227418
W0621,Arun Joshi,Painting,2,3.3,10,1,29.080239,77.795776
W0622,Amit Singh,Painting,12,4.1,8,1,29.072898,77.692902
W0623,Arun Agarwal,Plumbing,1,5.0,4,1,28.79551,77.188895
W0624,Amit Agarwal,Carpentry,2,3.6,6,1,29.17627,77.555179
W0625,Rohit Joshi,Gardening,10,5.0,7,1,28.427074,77.232577
W0626,Vivek Agarwal,Plumbing,4,3.4,4,1,29.114418,76.924992
W0627,Manoj Patel,Carpentry,1,3.9,1,1,28.881773,77.691623
W0628,Manoj Patel,Gardening,1,3.7,8,1,28.981626,77.195381
W0629,Rohit Patel,Gardening,14,4.2,8,1,29.184859,77.367997
W0630,Arun Patel,Cleaning,1,3.5,6,0,29.009298,77.018256
W0631,Arun Sharma,Plumbing,13,4.4,7,1,28.406448,77.266521
W0632,Suresh Mishra,Electrical,20,4.3,9,1,28.43784,77.20386
W0633,Vikas Patel,Carpentry,8,5.0,8,1,28.462199,77.276082
W0634,Suresh Gupta,Cleaning,20,4.5,5,0,29.166117,77.13174
W0635,Vivek Kumar,Gardening,10,3.3,5,1,29.106297,77.496727
W0636,Vivek Patel,Carpentry,5,4.8,3,1,29.186598,77.742065
W0637,Vikas Gupta,Plumbing,17,4.2,2,1,28.987327,76.844888
W0638,Vivek Verma,Gardening,1,3.0,3,1,28.909015,76.850406
W0639,Deepak Kumar,Carpentry,9,4.0,9,1,28.653837,77.426404
W0640,Rohit Joshi,Gardening,20,3.1,1,1,29.005268,77.367915
W0641,Karan Verma,Painting,4,3.7,2,1,29.084546,77.053178
W0642,Anil Mishra,Carpentry,18,3.6,5,1,28.93299,77.613442
W0643,Rohit Kumar,Gardening,10,3.6,9,1,28.90242,77.150765
W0644,Manoj Agarwal,Carpentry,13,3.3,5,0,28.714854,76.815165
W0645,Arun Patel,Cleaning,14,3.8,5,1,28.911606,77.767515
W0646,Pankaj Agarwal,Painting,4,4.0,7,1,28.678448,77.083386
W0647,Sunil Yadav,Electrical,19,3.2,6,1,28.899906,77.204527
W0648,Arun Kumar,Cleaning,10,3.9,3,1,28.996023,77.799141
W0649,Rajesh Sharma,Plumbing,7,3.1,8,1,28.804784,77.492041
W0650,Deepak Sharma,Electrical,7,4.4,1,1,28.503899,77.506033
W0651,Anil Singh,Carpentry,16,3.8,7,1,28.671937,76.849046
W0652,Rajesh Singh,Plumbing,4,3.3,3,1,28.590233,77.493494
W0653,Rohit Sharma,Plumbing,4,4.6,2,1,28.87556,77.260007
W0654,Manoj Singh,Electrical,9,4.1,4,0,28.855735,77.448928
W0655,Suresh Gupta,Carpentry,10,4.6,0,1,29.19676,77.274216
W0656,Rajesh Mishra,Cleaning,13,4.3,1,1,28.809905,77.216331
W0657,Arun Yadav,Carpentry,17,3.1,5,1,29.139723,77.293819
W0658,Anil Patel,Painting,1,3.2,4,1,29.097858,77.589454
W0659,Suresh Patel,Carpentry,17,3.1,10,1,28.523104,77.140537
W0660,Vikas Verma,Electrical,18,4.2,5,1,28.534576,76.968758
W0661,Anil Gupta,Plumbing,9,3.8,8,1,28.580779,77.72884
W0662,Vikas Agarwal,Plumbing,13,4.4,6,1,28.701014,77.391139
W0663,Deepak Patel,Painting,1,4.5,2,1,29.19238,77.529547
W0664,Suresh Verma,Gardening,6,4.7,4,0,28.828203,77.218602
W0665,Karan Patel,Plumbing,18,3.5,1,0,28.858403,77.111253
W0666,Manoj Kumar,Painting,13,5.0,3,1,29.008037,77.719501
W0667,Rajesh Verma,Cleaning,7,3.7,8,1,29.125898,77.241418
W0668,Vivek Joshi,Plumbing,13,3.9,4,0,28.614132,77.037739
W0669,Rajesh Agarwal,Carpentry,5,3.3,7,1,29.1193,77.769236
W0670,Pankaj Verma,Carpentry,8,3.6,2,0,29.099902,76.872783
W0671,Amit Sharma,Gardening,4,4.3,4,1,28.500885,76.951542
W0672,Rohit Agarwal,Electrical,9,3.3,9,1,28.977262,77.285344
W0673,Mohit Sharma,Cleaning,4,4.8,8,1,29.131093,76.910655
W0674,Arun Gupta,Cleaning,8,3.5,2,1,28.553709,76.811313
W0675,Anil Mishra,Cleaning,7,3.7,8,1,28.954478,77.744369
W0676,Ravi Gupta,Gardening,13,5.0,10,1,28.941425,77.523656
W0677,Mohit Kumar,Cleaning,6,4.2,1,1,28.959589,76.976656
W0678,Rajesh Joshi,Electrical,6,4.0,1,1,29.138987,77.233363
W0679,Mohit Gupta,Electrical,19,3.6,4,1,29.160038,77.3235
W0680,Sunil Joshi,Painting,17,4.3,3,1,28.446285,77.726167
W0681,Vivek Singh,Carpentry,15,4.3,8,1,29.081776,76.854489
W0682,Suresh Mishra,Painting,8,3.1,2,1,28.453487,77.093253
W0683,Pankaj Agarwal,Gardening,10,4.5,8,1,28.694664,77.00651
W0684,Rohit Gupta,Cleaning,13,3.4,4,1,28.891342,77.673112
W0685,Manoj Patel,Painting,16,3.6,10,1,28.752425,77.016187
W0686,Pankaj Yadav,Gardening,12,4.2,4,1,29.008269,77.267488
W0687,Karan Sharma,Painting,7,4.0,1,1,28.49006,77.202242
W0688,Deepak Yadav,Cleaning,16,3.6,9,1,28.488527,77.397233
W0689,Amit Gupta,Carpentry,4,3.8,7,0,28.686216,77.381094
W0690,Suresh Yadav,Painting,18,4.2,1,1,28.700957,76.902311
W0691,Karan Joshi,Carpentry,17,4.9,5,0,28.616793,77.427537
W0692,Anil Agarwal,Cleaning,12,4.5,0,1,28.659967,76.841927
W0693,Sunil Agarwal,Electrical,8,4.2,4,1,28.444395,77.257888
W0694,Anil Mishra,Electrical,11,3.2,5,1,28.641459,77.502379
W0695,Mohit Patel,Plumbing,2,3.0,4,1,28.471065,77.330552
W0696,Suresh Patel,Carpentry,17,3.3,3,0,28.667965,77.318877
W0697,Anil Kumar,Painting,13,3.5,9,1,28.594235,76.820867
W0698,Suresh Mishra,Painting,10,3.6,8,0,28.589225,77.472149
W0699,Arun Mishra,Gardening,16,4.7,4,1,28.516611,77.720592
W0700,Vivek Kumar,Electrical,8,4.5,0,0,29.188146,77.636978
W0701,Anil Yadav,Cleaning,18,3.7,7,1,29.170907,77.471798
W0702,Rohit Mishra,Cleaning,10,3.2,8,1,28.639981,77.575391
W0703,Rohit Patel,Painting,15,4.7,9,1,29.041038,77.329048
W0704,Vivek Yadav,Cleaning,18,3.8,2,1,28.736544,77.439159
W0705,Mohit Verma,Gardening,10,4.7,8,1,28.57386,76.997451
W0706,Amit Mishra,Electrical,9,4.4,6,1,29.161991,77.321261
W0707,Ravi Verma,Electrical,8,4.9,6,1,28.649715,77.346159
W0708,Anil Mishra,Plumbing,5,3.2,3,1,28.90449,77.133339
W0709,Pankaj Mishra,Cleaning,4,4.2,8,1,29.181614,77.758727
W0710,Vivek Sharma,Plumbing,13,4.4,0,1,29.045289,77.743895
W0711,Rohit Patel,Painting,19,4.3,9,0,28.552307,76.857543
W0712,Sunil Agarwal,Gardening,5,4.9,2,1,28.887319,77.499712
W0713,Suresh Joshi,Gardening,3,3.7,6,1,28.672793,77.699691
W0714,Anil Mishra,Painting,14,3.9,10,1,28.623695,77.658684
W0715,Anil Patel,Plumbing,15,4.2,4,1,28.977564,77.523633
W0716,Arun Singh,Plumbing,3,4.5,3,1,28.67971,77.547352
W0717,Deepak Kumar,Electrical,9,4.9,5,1,28.809796,77.127909
W0718,Manoj Kumar,Electrical,5,3.9,9,1,28.568342,76.990511
W0719,Vikas Gupta,Painting,6,4.2,5,1,28.418271,76.884494
W0720,Ravi Verma,Painting,18,4.9,3,1,28.682525,77.408054
W0721,Pankaj Gupta,Carpentry,12,3.6,8,1,29.008699,77.069587
W0722,Amit Mishra,Painting,17,3.4,7,0,29.037851,77.371968
W0723,Arun Singh,Cleaning,7,4.3,7,1,29.142536,77.288626
W0724,Amit Mishra,Cleaning,11,4.9,0,1,28.734876,77.343147
W0725,Vivek Agarwal,Cleaning,5,3.3,6,1,28.986266,77.747922
W0726,Karan Patel,Cleaning,1,3.1,2,0,28.93849,77.38166
W0727,Karan Verma,Plumbing,14,4.4,2,1,28.967707,77.475782
W0728,Arun Mishra,Plumbing,12,3.2,5,1,28.887216,77.51361
W0729,Manoj Gupta,Plumbing,16,4.6,0,1,28.518576,76.91226
W0730,Anil Kumar,Gardening,17,4.5,1,1,29.126766,77.51317
W0731,Manoj Singh,Gardening,9,3.0,3,0,28.914967,77.202714
W0732,Pankaj Kumar,Electrical,20,3.7,9,1,28.503715,77.650293
W0733,Rohit Joshi,Cleaning,9,3.7,1,1,29.188238,76.889014
W0734,Suresh Mishra,Carpentry,1,4.9,9,1,28.616936,77.043403
W0735,Deepak Yadav,Cleaning,18,4.3,8,0,29.128997,77.357438
