request_id,requested_service,requested_problem,customer_latitude,customer_longitude,worker_id,worker_name,worker_skill,worker_experience,worker_rating,worker_workload,worker_availability,worker_latitude,worker_longitude,distance_km,skill_match,distance_score,experience_score,rating_score,availability_score,workload_score,successful_match
R0148,Painting,Exterior Painting,28.505898,76.92757,W0887,Arun Verma,Painting,19,3.8,8,1,28.951665,77.737721,93.26,1,0.010608953957139825,0.95,0.76,1,0.19999999999999996,1
R0148,Painting,Exterior Painting,28.505898,76.92757,W0880,Rohit Gupta,Painting,8,3.5,5,1,28.846519,77.079956,40.69,1,0.023986567522187575,0.4,0.7,1,0.5,1
R0148,Painting,Exterior Painting,28.505898,76.92757,W0765,Manoj Mishra,Painting,14,3.5,9,0,28.681648,77.786837,86.14,1,0.011475786091347258,0.7,0.7,0,0.09999999999999998,1
R0148,Painting,Exterior Painting,28.505898,76.92757,W0653,Rohit Sharma,Plumbing,4,4.6,2,1,28.87556,77.260007,52.36,0,0.018740629685157422,0.2,0.9199999999999999,1,0.8,1
R0148,Painting,Exterior Painting,28.505898,76.92757,W0131,Rohit Gupta,Gardening,8,4.9,7,1,28.596321,77.289607,36.76,0,0.02648305084745763,0.4,0.9800000000000001,1,0.30000000000000004,0
R0148,Painting,Exterior Painting,28.505898,76.92757,W0705,Mohit Verma,Gardening,10,4.7,8,1,28.57386,76.997451,10.18,0,0.08944543828264759,0.5,0.9400000000000001,1,0.19999999999999996,1
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0015,Suresh Yadav,Cleaning,10,3.1,2,1,28.466725,77.680786,64.6,1,0.015243902439024392,0.5,0.62,1,0.8,1
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0133,Rajesh Gupta,Cleaning,16,3.2,10,0,28.793872,77.211838,8.96,1,0.1004016064257028,0.8,0.64,0,0.0,1
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0074,Manoj Sharma,Cleaning,14,4.3,7,0,29.064569,77.796624,60.94,1,0.01614465611882467,0.7,0.86,0,0.30000000000000004,0
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0129,Sunil Agarwal,Cleaning,9,3.3,3,1,29.059243,77.039607,26.35,1,0.03656307129798903,0.45,0.6599999999999999,1,0.7,1
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0949,Deepak Sharma,Cleaning,9,3.2,2,1,28.671815,77.271318,23.33,1,0.04110152075626799,0.45,0.64,1,0.8,1
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0702,Rohit Mishra,Cleaning,10,3.2,8,1,28.639981,77.575391,44.21,1,0.02211900022119,0.5,0.64,1,0.19999999999999996,0
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0964,Sunil Agarwal,Cleaning,8,3.9,7,0,28.482912,77.30302,44.49,1,0.02198285337436799,0.4,0.78,0,0.30000000000000004,1
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0971,Suresh Gupta,Painting,15,3.9,4,1,28.717769,77.166034,17.92,0,0.05285412262156448,0.75,0.78,1,0.6,0
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0340,Vikas Verma,Carpentry,12,4.1,3,1,28.432669,77.592993,61.77,0,0.015931177314003505,0.6,0.82,1,0.7,0
R0149,Cleaning,Kitchen Cleaning,28.874412,77.209085,W0375,Vivek Sharma,Gardening,10,4.5,6,1,29.145447,77.266324,30.65,0,0.031595576619273306,0.5,0.9,1,0.4,0
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0353,Anil Joshi,Gardening,12,3.7,8,1,28.669187,77.797399,66.89,1,0.014729709824716454,0.6,0.74,1,0.19999999999999996,1
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0375,Vivek Sharma,Gardening,10,4.5,6,1,29.145447,77.266324,31.53,1,0.03074085459575776,0.5,0.9,1,0.4,1
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0731,Manoj Singh,Gardening,9,3.0,3,0,28.914967,77.202714,6.15,1,0.13986013986013984,0.45,0.6,0,0.7,0
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0796,Ravi Gupta,Gardening,14,4.9,0,1,28.638902,77.474474,41.09,1,0.023758612497030172,0.7,0.9800000000000001,1,1.0,1
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0479,Amit Verma,Gardening,2,4.1,3,1,28.494597,77.240292,43.59,1,0.022426553038797935,0.1,0.82,1,0.7,1
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0592,Anil Kumar,Gardening,7,3.7,6,1,28.977552,77.285469,16.8,1,0.056179775280898875,0.35,0.74,1,0.4,1
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0131,Rohit Gupta,Gardening,8,4.9,7,1,28.596321,77.289607,34.12,1,0.028473804100227793,0.4,0.9800000000000001,1,0.30000000000000004,1
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0985,Sunil Patel,Painting,8,4.2,9,0,28.70708,77.272476,22.34,0,0.04284490145672665,0.4,0.8400000000000001,0,0.09999999999999998,1
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0113,Rohit Yadav,Electrical,11,4.5,5,1,28.553737,77.495679,49.18,0,0.01992825827022718,0.55,0.9,1,0.5,0
R0150,Gardening,Garden Cleaning,28.879296,77.154377,W0961,Arun Sharma,Carpentry,14,4.5,8,1,28.805872,77.440357,29.03,0,0.0333000333000333,0.7,0.9,1,0.19999999999999996,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0080,Vivek Gupta,Painting,6,3.1,8,1,29.116128,77.792113,82.61,1,0.011960291831120679,0.3,0.62,1,0.19999999999999996,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0399,Rohit Kumar,Painting,16,4.3,4,1,28.711514,77.015369,9.11,1,0.09891196834817013,0.8,0.86,1,0.6,0
R0151,Painting,Exterior Painting,28.682769,77.10283,W0985,Sunil Patel,Painting,8,4.2,9,0,28.70708,77.272476,16.77,1,0.056274620146314014,0.4,0.8400000000000001,0,0.09999999999999998,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0203,Karan Gupta,Painting,13,3.4,9,1,29.19252,77.736243,83.74,1,0.011800802454566911,0.65,0.6799999999999999,1,0.09999999999999998,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0823,Karan Agarwal,Painting,13,4.5,3,1,28.588185,77.754939,64.51,1,0.01526484506182262,0.65,0.9,1,0.7,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0603,Suresh Joshi,Painting,20,4.8,9,1,28.52961,77.783284,68.58,1,0.014371945961483185,1.0,0.96,1,0.09999999999999998,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0058,Pankaj Patel,Painting,1,4.2,5,1,28.900552,77.440561,40.86,1,0.023889154323936932,0.05,0.8400000000000001,1,0.5,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0672,Rohit Agarwal,Electrical,9,3.3,9,1,28.977262,77.285344,37.26,0,0.026136957658128596,0.45,0.6599999999999999,1,0.09999999999999998,0
R0151,Painting,Exterior Painting,28.682769,77.10283,W0902,Amit Kumar,Gardening,16,4.1,8,0,28.888337,77.082226,22.95,0,0.04175365344467641,0.8,0.82,0,0.19999999999999996,1
R0151,Painting,Exterior Painting,28.682769,77.10283,W0084,Mohit Sharma,Electrical,20,3.3,5,1,29.165622,77.418929,61.88,0,0.015903307888040712,1.0,0.6599999999999999,1,0.5,0
R0152,Painting,Wall Painting,28.766773,77.53088,W0452,Ravi Sharma,Painting,8,4.0,2,1,29.193743,77.018535,68.83,1,0.014320492624946298,0.4,0.8,1,0.8,1
R0152,Painting,Wall Painting,28.766773,77.53088,W0747,Arun Gupta,Painting,14,3.6,6,0,28.483585,77.492001,31.72,1,0.03056234718826406,0.7,0.72,0,0.4,0
R0152,Painting,Wall Painting,28.766773,77.53088,W0335,Vivek Verma,Painting,7,4.0,0,1,28.649803,77.649421,17.4,1,0.05434782608695653,0.35,0.8,1,1.0,1
R0152,Painting,Wall Painting,28.766773,77.53088,W0057,Pankaj Joshi,Painting,15,4.2,5,0,28.745303,76.851422,66.28,1,0.014863258026159334,0.75,0.8400000000000001,0,0.5,0
R0152,Painting,Wall Painting,28.766773,77.53088,W0794,Mohit Singh,Painting,10,4.5,7,1,28.738779,77.432694,10.07,1,0.09033423667570009,0.5,0.9,1,0.30000000000000004,0
R0152,Painting,Wall Painting,28.766773,77.53088,W0663,Deepak Patel,Painting,1,4.5,2,1,29.19238,77.529547,47.33,1,0.02069108214359611,0.05,0.9,1,0.8,1
R0152,Painting,Wall Painting,28.766773,77.53088,W0698,Suresh Mishra,Painting,10,3.6,8,0,28.589225,77.472149,20.56,1,0.0463821892393321,0.5,0.72,0,0.19999999999999996,1
R0152,Painting,Wall Painting,28.766773,77.53088,W0095,Pankaj Gupta,Gardening,5,4.9,6,1,28.938042,77.099807,46.1,0,0.021231422505307854,0.25,0.9800000000000001,1,0.4,0
R0152,Painting,Wall Painting,28.766773,77.53088,W0866,Amit Gupta,Cleaning,6,3.4,1,1,28.794106,77.437398,9.6,0,0.09433962264150944,0.3,0.6799999999999999,1,0.9,1
R0152,Painting,Wall Painting,28.766773,77.53088,W0798,Suresh Patel,Gardening,11,3.7,9,1,28.743265,77.061924,45.79,0,0.02137208805300278,0.55,0.74,1,0.09999999999999998,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0276,Deepak Yadav,Carpentry,9,4.3,4,1,28.827236,77.427835,44.7,1,0.02188183807439825,0.45,0.86,1,0.6,1
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0791,Amit Agarwal,Carpentry,4,3.1,1,1,28.538624,77.354712,18.67,1,0.05083884087442806,0.2,0.62,1,0.9,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0188,Anil Joshi,Carpentry,11,4.6,10,0,29.064561,76.888072,92.41,1,0.010705491917353602,0.55,0.9199999999999999,0,0.0,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0253,Vivek Sharma,Carpentry,9,4.3,7,0,29.100642,76.847195,98.04,1,0.010096930533117932,0.45,0.86,0,0.30000000000000004,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0994,Manoj Patel,Carpentry,2,3.5,5,0,28.867392,77.776212,55.53,1,0.01768972227136034,0.1,0.7,0,0.5,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0018,Karan Yadav,Carpentry,11,4.5,2,1,28.93728,76.932635,79.04,1,0.01249375312343828,0.55,0.9,1,0.8,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0519,Deepak Mishra,Carpentry,6,4.2,10,1,28.579456,77.17942,35.5,1,0.0273972602739726,0.3,0.8400000000000001,1,0.0,1
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0513,Deepak Sharma,Gardening,13,3.1,4,1,28.962479,77.412934,59.78,0,0.016452780519907863,0.65,0.62,1,0.6,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0569,Vikas Sharma,Electrical,20,3.1,0,1,29.151892,77.469665,80.28,0,0.012303149606299212,1.0,0.62,1,1.0,0
R0153,Carpentry,Furniture Repair,28.430385,77.500726,W0841,Karan Kumar,Plumbing,7,3.5,10,1,28.518579,77.15938,34.78,0,0.02794857462269424,0.35,0.7,1,0.0,1
R0154,Painting,Exterior Painting,28.996688,77.38902,W0008,Mohit Singh,Painting,4,3.2,5,1,28.497673,76.813988,78.88,1,0.012518778167250878,0.2,0.64,1,0.5,1
R0154,Painting,Exterior Painting,28.996688,77.38902,W0568,Vikas Mishra,Painting,14,4.2,1,1,28.980976,76.872424,50.28,1,0.01950078003120125,0.7,0.8400000000000001,1,0.9,1
R0154,Painting,Exterior Painting,28.996688,77.38902,W0031,Pankaj Gupta,Painting,6,4.1,5,0,28.865561,77.051392,35.95,1,0.027063599458728008,0.3,0.82,0,0.5,0
R0154,Painting,Exterior Painting,28.996688,77.38902,W0378,Manoj Singh,Painting,10,4.7,10,1,28.537711,77.640731,56.63,1,0.01735207357279195,0.5,0.9400000000000001,1,0.0,1
R0154,Painting,Exterior Painting,28.996688,77.38902,W0697,Anil Kumar,Painting,13,3.5,9,1,28.594235,76.820867,71.19,1,0.013852334118298934,0.65,0.7,1,0.09999999999999998,0
R0154,Painting,Exterior Painting,28.996688,77.38902,W0741,Rohit Joshi,Painting,1,4.0,6,1,28.967536,77.452519,6.98,1,0.12531328320802004,0.05,0.8,1,0.4,0
R0154,Painting,Exterior Painting,28.996688,77.38902,W0943,Manoj Mishra,Painting,4,3.7,10,1,28.565369,76.990306,61.73,1,0.015941335883947076,0.2,0.74,1,0.0,1
R0154,Painting,Exterior Painting,28.996688,77.38902,W0636,Vivek Patel,Carpentry,5,4.8,3,1,29.186598,77.742065,40.28,0,0.024224806201550386,0.25,0.96,1,0.7,0
R0154,Painting,Exterior Painting,28.996688,77.38902,W0552,Vivek Agarwal,Plumbing,2,4.4,9,0,29.08326,77.455572,11.6,0,0.07936507936507936,0.1,0.8800000000000001,0,0.09999999999999998,0
R0154,Painting,Exterior Painting,28.996688,77.38902,W0820,Ravi Gupta,Carpentry,2,3.6,6,1,28.460588,76.853207,79.27,0,0.012457954403886883,0.1,0.72,1,0.4,0
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0186,Arun Patel,Cleaning,13,4.2,2,0,28.712428,77.259813,48.76,1,0.02009646302250804,0.65,0.8400000000000001,0,0.8,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0977,Suresh Patel,Cleaning,15,3.6,8,1,28.912,77.113292,61.42,1,0.016020506247997435,0.75,0.72,1,0.19999999999999996,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0757,Pankaj Verma,Cleaning,16,4.9,3,1,29.182131,77.646008,39.15,1,0.024906600249066005,0.8,0.9800000000000001,1,0.7,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0787,Pankaj Joshi,Cleaning,16,3.6,0,1,28.893344,77.652307,10.33,1,0.088261253309797,0.8,0.72,1,1.0,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0077,Karan Yadav,Cleaning,20,4.2,10,1,28.427898,77.48847,51.87,1,0.018914318138831095,1.0,0.8400000000000001,1,0.0,0
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0204,Anil Mishra,Cleaning,15,3.1,8,1,28.419317,77.224971,68.53,1,0.014382281029771321,0.75,0.62,1,0.19999999999999996,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0271,Vikas Mishra,Cleaning,20,3.9,0,1,28.780649,77.541707,20.27,1,0.047014574518100614,1.0,0.78,1,1.0,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0855,Karan Sharma,Electrical,12,3.9,1,1,28.98148,77.271922,48.1,0,0.020366598778004074,0.6,0.78,1,0.9,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0345,Sunil Joshi,Gardening,17,3.2,1,1,29.02417,77.748724,20.56,0,0.0463821892393321,0.85,0.64,1,0.9,1
R0155,Cleaning,Deep Cleaning,28.839458,77.738665,W0162,Manoj Joshi,Carpentry,5,3.2,0,1,28.54691,77.755504,32.57,0,0.02978850163836759,0.25,0.64,1,1.0,0
R0156,Painting,Exterior Painting,28.446193,77.149854,W0722,Amit Mishra,Painting,17,3.4,7,0,29.037851,77.371968,69.26,1,0.014232849416453173,0.85,0.6799999999999999,0,0.30000000000000004,0
R0156,Painting,Exterior Painting,28.446193,77.149854,W0598,Anil Agarwal,Painting,8,3.3,6,1,28.430426,77.507425,35.01,1,0.027770063871146906,0.4,0.6599999999999999,1,0.4,0
R0156,Painting,Exterior Painting,28.446193,77.149854,W0880,Rohit Gupta,Painting,8,3.5,5,1,28.846519,77.079956,45.03,1,0.021724961981316532,0.4,0.7,1,0.5,1
R0156,Painting,Exterior Painting,28.446193,77.149854,W0697,Anil Kumar,Painting,13,3.5,9,1,28.594235,76.820867,36.11,1,0.026946914578280787,0.65,0.7,1,0.09999999999999998,1
R0156,Painting,Exterior Painting,28.446193,77.149854,W0011,Pankaj Yadav,Painting,16,4.0,2,1,28.406808,76.831939,31.4,1,0.0308641975308642,0.8,0.8,1,0.8,1
R0156,Painting,Exterior Painting,28.446193,77.149854,W0203,Karan Gupta,Painting,13,3.4,9,1,29.19252,77.736243,100.75,1,0.009828009828009828,0.65,0.6799999999999999,1,0.09999999999999998,1
R0156,Painting,Exterior Painting,28.446193,77.149854,W0930,Vivek Mishra,Painting,4,4.6,2,1,28.560095,76.947256,23.5,1,0.04081632653061224,0.2,0.9199999999999999,1,0.8,1
R0156,Painting,Exterior Painting,28.446193,77.149854,W0551,Arun Gupta,Plumbing,2,4.0,8,0,28.437292,77.37966,22.49,0,0.04257130693912303,0.1,0.8,0,0.19999999999999996,0
R0156,Painting,Exterior Painting,28.446193,77.149854,W0511,Karan Gupta,Gardening,14,4.9,4,1,29.144298,76.961365,79.77,0,0.01238083446824316,0.7,0.9800000000000001,1,0.6,0
R0156,Painting,Exterior Painting,28.446193,77.149854,W0090,Suresh Kumar,Gardening,7,3.5,4,0,28.643107,77.004039,26.12,0,0.03687315634218289,0.35,0.7,0,0.6,0
R0157,Carpentry,Woodwork,28.944605,77.043802,W0808,Deepak Verma,Carpentry,9,4.9,4,0,28.833925,77.16531,17.07,1,0.05534034311012728,0.45,0.9800000000000001,0,0.6,0
R0157,Carpentry,Woodwork,28.944605,77.043802,W0935,Arun Yadav,Carpentry,4,4.8,9,1,28.945763,77.503182,44.7,1,0.02188183807439825,0.2,0.96,1,0.09999999999999998,1
R0157,Carpentry,Woodwork,28.944605,77.043802,W0969,Manoj Patel,Carpentry,17,4.1,9,1,28.53366,77.047445,45.7,1,0.021413276231263382,0.85,0.82,1,0.09999999999999998,0
R0157,Carpentry,Woodwork,28.944605,77.043802,W0002,Arun Gupta,Carpentry,6,3.4,1,1,28.613568,77.107222,37.32,1,0.026096033402922755,0.3,0.6799999999999999,1,0.9,1
R0157,Carpentry,Woodwork,28.944605,77.043802,W0270,Manoj Kumar,Carpentry,13,3.8,10,1,28.839524,77.505063,46.4,1,0.02109704641350211,0.65,0.76,1,0.0,0
R0157,Carpentry,Woodwork,28.944605,77.043802,W0222,Manoj Kumar,Carpentry,8,4.8,1,1,29.104665,77.085575,18.26,1,0.05192107995846313,0.4,0.96,1,0.9,1
R0157,Carpentry,Woodwork,28.944605,77.043802,W0179,Amit Mishra,Carpentry,19,3.3,0,1,29.14495,77.000748,22.67,1,0.042247570764681025,0.95,0.6599999999999999,1,1.0,1
R0157,Carpentry,Woodwork,28.944605,77.043802,W0823,Karan Agarwal,Painting,13,4.5,3,1,28.588185,77.754939,79.85,0,0.012368583797155226,0.65,0.9,1,0.7,1
R0157,Carpentry,Woodwork,28.944605,77.043802,W0804,Vivek Agarwal,Electrical,6,4.2,10,1,29.013357,76.921642,14.13,0,0.06609385327164573,0.3,0.8400000000000001,1,0.0,0
R0157,Carpentry,Woodwork,28.944605,77.043802,W0459,Deepak Agarwal,Electrical,15,4.8,5,0,29.094558,77.438414,41.84,0,0.023342670401493928,0.75,0.96,0,0.5,0
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0808,Deepak Verma,Carpentry,9,4.9,4,0,28.833925,77.16531,29.1,1,0.03322259136212624,0.45,0.9800000000000001,0,0.6,0
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0386,Amit Kumar,Carpentry,12,3.8,8,1,29.089525,77.754638,45.61,1,0.021454623471358077,0.6,0.76,1,0.19999999999999996,1
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0465,Amit Patel,Carpentry,15,3.7,7,0,29.14391,76.83927,72.78,1,0.013553808620222282,0.75,0.74,0,0.30000000000000004,0
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0165,Suresh Yadav,Carpentry,14,3.3,1,0,28.490308,77.278974,35.91,1,0.027092928745597402,0.7,0.6599999999999999,0,0.9,0
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0550,Mohit Kumar,Carpentry,17,4.3,6,1,29.007879,77.756782,39.21,1,0.02486943546381497,0.85,0.86,1,0.4,1
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0639,Deepak Kumar,Carpentry,9,4.0,9,1,28.653837,77.426404,13.61,1,0.06844626967830253,0.45,0.8,1,0.09999999999999998,1
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0532,Vikas Yadav,Carpentry,16,4.0,4,0,28.525263,76.925309,58.67,1,0.01675884028825205,0.8,0.8,0,0.6,1
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0658,Anil Patel,Painting,1,3.2,4,1,29.097858,77.589454,38.34,0,0.02541942043721403,0.05,0.64,1,0.6,0
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0837,Manoj Joshi,Cleaning,15,4.9,8,0,28.79406,77.487421,3.83,0,0.20703933747412007,0.75,0.9800000000000001,0,0.19999999999999996,1
R0158,Carpentry,Furniture Repair,28.773426,77.455903,W0147,Rajesh Singh,Cleaning,11,3.2,8,1,29.080979,77.400603,34.62,0,0.028074115665356544,0.55,0.64,1,0.19999999999999996,1
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0731,Manoj Singh,Gardening,9,3.0,3,0,28.914967,77.202714,57.73,1,0.01702707304614337,0.45,0.6,0,0.7,1
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0132,Rajesh Sharma,Gardening,20,4.2,7,1,28.829301,77.062175,45.1,1,0.021691973969631236,1.0,0.8400000000000001,1,0.30000000000000004,1
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0766,Manoj Agarwal,Gardening,10,4.5,5,1,28.838443,77.359919,57.7,1,0.017035775127768313,0.5,0.9,1,0.5,1
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0676,Ravi Gupta,Gardening,13,5.0,10,1,28.941425,77.523656,76.72,1,0.012866700977869275,0.65,1.0,1,0.0,1
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0020,Pankaj Singh,Gardening,9,3.7,3,1,28.657549,77.107539,27.69,1,0.034855350296270474,0.45,0.74,1,0.7,0
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0086,Rajesh Mishra,Gardening,5,4.1,7,1,28.697014,77.415709,50.55,1,0.019398642095053348,0.25,0.82,1,0.30000000000000004,1
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0440,Rohit Agarwal,Gardening,5,3.5,5,1,28.698688,77.34305,45.16,1,0.021663778162911613,0.25,0.7,1,0.5,0
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0794,Mohit Singh,Painting,10,4.5,7,1,28.738779,77.432694,54.7,0,0.017953321364452424,0.5,0.9,1,0.30000000000000004,0
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0898,Arun Yadav,Cleaning,5,4.0,1,1,28.97328,77.011302,60.69,0,0.016210082671421624,0.25,0.8,1,0.9,1
R0159,Gardening,Garden Cleaning,28.427569,76.998814,W0350,Pankaj Singh,Painting,10,3.6,0,0,29.053653,77.090275,70.19,0,0.014046916701783959,0.5,0.72,0,1.0,0
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0518,Deepak Yadav,Cleaning,13,3.2,4,1,29.01931,77.084707,17.64,1,0.0536480686695279,0.65,0.64,1,0.6,1
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0028,Deepak Gupta,Cleaning,7,4.4,2,1,28.478911,77.559106,88.74,1,0.011143302874972142,0.35,0.8800000000000001,1,0.8,1
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0898,Arun Yadav,Cleaning,5,4.0,1,1,28.97328,77.011302,24.66,1,0.03897116134060795,0.25,0.8,1,0.9,0
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0916,Vikas Sharma,Cleaning,7,4.9,1,1,29.050058,77.00427,17.63,1,0.05367686527106817,0.35,0.9800000000000001,1,0.9,1
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0982,Rajesh Verma,Cleaning,18,4.5,0,1,28.831135,77.250413,40.51,1,0.02409058058299205,0.9,0.9,1,1.0,1
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0410,Anil Sharma,Cleaning,20,4.7,8,1,28.582644,77.08024,66.03,1,0.01491869312248247,1.0,0.9400000000000001,1,0.19999999999999996,1
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0684,Rohit Gupta,Cleaning,13,3.4,4,1,28.891342,77.673112,62.8,1,0.015673981191222573,0.65,0.6799999999999999,1,0.6,1
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0505,Vivek Kumar,Plumbing,15,3.6,5,1,28.584562,77.004942,66.6,0,0.014792899408284025,0.75,0.72,1,0.5,0
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0218,Vivek Gupta,Plumbing,4,4.9,5,1,28.501471,77.075056,75.07,0,0.013145786775338505,0.2,0.9800000000000001,1,0.5,1
R0160,Cleaning,House Cleaning,29.175686,77.115011,W0063,Karan Joshi,Plumbing,4,5.0,3,1,28.909438,77.301875,34.73,0,0.0279876854184159,0.2,1.0,1,0.7,0
R0161,Electrical,Switch Repair,29.15929,77.024602,W0105,Mohit Mishra,Electrical,5,3.9,0,1,29.136786,77.178097,15.12,1,0.0620347394540943,0.25,0.78,1,1.0,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0763,Pankaj Mishra,Electrical,13,4.1,3,1,28.926467,77.444538,48.34,1,0.020267531414673693,0.65,0.82,1,0.7,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0210,Suresh Mishra,Electrical,18,3.4,2,1,28.634844,76.872633,60.16,1,0.016350555918901243,0.9,0.6799999999999999,1,0.8,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0497,Ravi Verma,Electrical,14,4.2,6,1,28.807926,77.371704,51.64,1,0.018996960486322188,0.7,0.8400000000000001,1,0.4,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0516,Rohit Verma,Electrical,1,4.3,1,1,28.624952,77.659303,85.72,1,0.011531365313653136,0.05,0.86,1,0.9,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0357,Deepak Gupta,Electrical,14,4.3,1,1,28.549856,77.110067,68.28,1,0.014434180138568129,0.7,0.86,1,0.9,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0185,Ravi Sharma,Electrical,18,5.0,4,1,29.033401,77.717141,68.73,1,0.014341029685931449,0.9,1.0,1,0.6,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0310,Ravi Joshi,Gardening,10,4.8,10,1,29.114681,77.642203,60.19,0,0.016342539630658605,0.5,0.96,1,0.0,1
R0161,Electrical,Switch Repair,29.15929,77.024602,W0821,Vikas Yadav,Cleaning,2,3.9,6,1,28.500145,77.330664,79.13,0,0.012479720454261826,0.1,0.78,1,0.4,0
R0161,Electrical,Switch Repair,29.15929,77.024602,W0392,Rohit Mishra,Cleaning,1,4.5,6,1,28.956332,77.72007,71.27,0,0.013837000138370002,0.05,0.9,1,0.4,1
R0162,Electrical,Fan Repair,28.810322,76.869154,W0679,Mohit Gupta,Electrical,19,3.6,4,1,29.160038,77.3235,58.87,1,0.016702856188408218,0.95,0.72,1,0.6,1
R0162,Electrical,Fan Repair,28.810322,76.869154,W0419,Pankaj Joshi,Electrical,12,3.1,0,1,28.604657,76.818364,23.4,1,0.04098360655737705,0.6,0.62,1,1.0,1
R0162,Electrical,Fan Repair,28.810322,76.869154,W0940,Mohit Yadav,Electrical,7,4.4,10,1,29.188985,77.21485,53.88,1,0.01822157434402332,0.35,0.8800000000000001,1,0.0,1
R0162,Electrical,Fan Repair,28.810322,76.869154,W0182,Vivek Sharma,Electrical,7,3.9,0,1,28.703597,77.785836,90.14,1,0.010972130787798991,0.35,0.78,1,1.0,1
